Sanger_Sample_ID,Pool,Original_well,Run,Lane,Tag,Replicate,Source_sample,Species,Conc_ng_ul,Note
GbS8784569,8010,F2,33516,1,14,8010_e1_f15_1d6,8010_e1_f15_1d6,Anopheles_stephensi,0.9,"feed 15 - 24h 6 - 1st lysis, 0.90ng/ul"
GbS8784570,8010,G2,33516,1,15,8010_e1_f15_1d7,8010_e1_f15_1d7,Anopheles_stephensi,1.07,"feed 15 - 24h 7 - 1st lysis, 1.07ng/ul"
GbS8784571,8010,H2,33516,1,16,8010_e1_f15_1d8,8010_e1_f15_1d8,Anopheles_stephensi,0.47,"feed 15 - 24h 8 - 1st lysis, 0.47ng/ul"
GbS8784572,8010,A3,33516,1,17,8010_e1_f15_1d9,8010_e1_f15_1d9,Anopheles_stephensi,0.88,"feed 15 - 24h 9 - 1st lysis, 0.88ng/ul"
GbS8784573,8010,B3,33516,1,18,8010_e1_f15_1d10,8010_e1_f15_1d10,Anopheles_stephensi,0.95,"feed 15 - 24h 10 - 1st lysis, 0.95ng/ul"
GbS8784574,8010,C3,33516,1,19,8010_e1_f15_1d11,8010_e1_f15_1d11,Anopheles_stephensi,0.52,"feed 15 - 24h 11 - 1st lysis, 0.52ng/ul"
GbS8784575,8010,D3,33516,1,20,8010_e1_f15_1d12,8010_e1_f15_1d12,Anopheles_stephensi,0.85,"feed 15 - 24h 12 - 1st lysis, 0.85ng/ul"
GbS8784576,8010,E3,33516,1,21,8010_e1_f15_1d13,8010_e1_f15_1d13,Anopheles_stephensi,0.54,"feed 15 - 24h 13 - 1st lysis, 0.54ng/ul"
GbS8784577,8010,F3,33516,1,22,8010_e1_f15_1d14,8010_e1_f15_1d14,Anopheles_stephensi,0.65,"feed 15 - 24h 14 - 1st lysis, 0.65ng/ul"
GbS8784578,8010,G3,33516,1,23,8010_e1_f15_1d15,8010_e1_f15_1d15,Anopheles_stephensi,0.9,"feed 15 - 24h 15 - 1st lysis, 0.90ng/ul"
GbS8784579,8010,H3,33516,1,24,8010_e1_f15_1d16,8010_e1_f15_1d16,Anopheles_stephensi,1.06,"feed 15 - 24h 16 - 1st lysis, 1.06ng/ul"
GbS8784580,8010,A4,33516,1,25,8010_e1_f15_8d1,8010_e1_f15_8d1,Anopheles_stephensi,0.47,"feed 15 - D8 1 - 1st lysis, 0.47ng/ul"
GbS8784581,8010,B4,33516,1,26,8010_e1_f15_8d2,8010_e1_f15_8d2,Anopheles_stephensi,1.02,"feed 15 - D8 2 - 1st lysis, 1.02ng/ul"
GbS8784582,8010,C4,33516,1,27,8010_e1_f15_8d3,8010_e1_f15_8d3,Anopheles_stephensi,0.56,"feed 15 - D8 3 - 1st lysis, 0.56ng/ul"
GbS8784583,8010,D4,33516,1,28,8010_e1_f15_8d4,8010_e1_f15_8d4,Anopheles_stephensi,1.03,"feed 15 - D8 4 - 1st lysis, 1.03ng/ul"
GbS8784584,8010,E4,33516,1,29,8010_e1_f15_8d5,8010_e1_f15_8d5,Anopheles_stephensi,0.77,"feed 15 - D8 5 - 1st lysis, 0.77ng/ul"
GbS8784585,8010,F4,33516,1,30,8010_e1_f15_8d6,8010_e1_f15_8d6,Anopheles_stephensi,0.7,"feed 15 - D8 6 - 1st lysis, 0.70ng/ul"
GbS8784586,8010,G4,33516,1,31,8010_e1_f15_8d7,8010_e1_f15_8d7,Anopheles_stephensi,0.68,"feed 15 - D8 7 - 1st lysis, 0.68ng/ul"
GbS8784587,8010,H4,33516,1,32,8010_e1_f15_8d8,8010_e1_f15_8d8,Anopheles_stephensi,0.98,"feed 15 - D8 8 - 1st lysis, 0.98ng/ul"
GbS8784588,8010,A5,33516,1,33,8010_e1_f15_8d9,8010_e1_f15_8d9,Anopheles_stephensi,1.33,"feed 15 - D8 9 - 1st lysis, 1.33ng/ul"
GbS8784589,8010,B5,33516,1,34,8010_e1_f15_8d10,8010_e1_f15_8d10,Anopheles_stephensi,1.04,"feed 15 - D8 10 - 1st lysis, 1.04ng/ul"
GbS8784590,8010,C5,33516,1,35,8010_e1_f15_8d11,8010_e1_f15_8d11,Anopheles_stephensi,0.76,"feed 15 - D8 11 - 1st lysis, 0.76ng/ul"
GbS8784591,8010,D5,33516,1,36,8010_e1_f15_8d12,8010_e1_f15_8d12,Anopheles_stephensi,0.76,"feed 15 - D8 12 - 1st lysis, 0.76ng/ul"
GbS8784592,8010,E5,33516,1,37,8010_e1_f15_8d13,8010_e1_f15_8d13,Anopheles_stephensi,0.69,"feed 15 - D8 13 - 1st lysis, 0.69ng/ul"
GbS8784593,8010,F5,33516,1,38,8010_e1_f15_8d14,8010_e1_f15_8d14,Anopheles_stephensi,1.05,"feed 15 - D8 14 - 1st lysis, 1.05ng/ul"
GbS8784594,8010,G5,33516,1,39,8010_e1_f15_8d15,8010_e1_f15_8d15,Anopheles_stephensi,0.77,"feed 15 - D8 15 - 1st lysis, 0.77ng/ul"
GbS8784595,8010,H5,33516,1,40,8010_e1_f15_8d16,8010_e1_f15_8d16,Anopheles_stephensi,0.98,"feed 15 - D8 16 - 1st lysis, 0.98ng/ul"
GbS8784596,8010,A6,33516,1,41,8010_e1_f15_13d1,8010_e1_f15_13d1,Anopheles_stephensi,0.71,"feed 15 - D13 1 - 1st lysis, 0.71ng/ul"
GbS8784597,8010,B6,33516,1,42,8010_e1_f15_13d2,8010_e1_f15_13d2,Anopheles_stephensi,0.72,"feed 15 - D13 2 - 1st lysis, 0.72ng/ul"
GbS8784598,8010,C6,33516,1,43,8010_e1_f15_13d3,8010_e1_f15_13d3,Anopheles_stephensi,0.7,"feed 15 - D13 3 - 1st lysis, 0.70ng/ul"
GbS8784599,8010,D6,33516,1,44,8010_e1_f15_13d4,8010_e1_f15_13d4,Anopheles_stephensi,0.54,"feed 15 - D13 4 - 1st lysis, 0.54ng/ul"
GbS8784600,8010,E6,33516,1,45,8010_e1_f15_13d5,8010_e1_f15_13d5,Anopheles_stephensi,0.5,"feed 15 - D13 5 - 1st lysis, 0.50ng/ul"
GbS8784601,8010,F6,33516,1,46,8010_e1_f15_13d6,8010_e1_f15_13d6,Anopheles_stephensi,0.53,"feed 15 - D13 6 - 1st lysis, 0.53ng/ul"
GbS8784602,8010,G6,33516,1,47,8010_e1_f15_13d7,8010_e1_f15_13d7,Anopheles_stephensi,0.85,"feed 15 - D13 7 - 1st lysis, 0.85ng/ul"
GbS8784603,8010,H6,33516,1,48,8010_e1_f15_13d8,8010_e1_f15_13d8,Anopheles_stephensi,0.88,"feed 15 - D13 8 - 1st lysis, 0.88ng/ul"
GbS8784604,8010,A7,33516,1,49,8010_e1_f15_14d1,8010_e1_f15_14d1,Anopheles_stephensi,0.67,"feed 15 - D14 1 - 1st lysis, 0.67ng/ul"
GbS8784605,8010,B7,33516,1,50,8010_e1_f15_14d2,8010_e1_f15_14d2,Anopheles_stephensi,0.79,"feed 15 - D14 2 - 1st lysis, 0.79ng/ul"
GbS8784606,8010,C7,33516,1,51,8010_e1_f15_14d3,8010_e1_f15_14d3,Anopheles_stephensi,0.82,"feed 15 - D14 3 - 1st lysis, 0.82ng/ul"
GbS8784607,8010,D7,33516,1,52,8010_e1_f15_14d4,8010_e1_f15_14d4,Anopheles_stephensi,0.92,"feed 15 - D14 4 - 1st lysis, 0.92ng/ul"
GbS8784608,8010,E7,33516,1,53,8010_e1_f15_14d5,8010_e1_f15_14d5,Anopheles_stephensi,0.72,"feed 15 - D14 5 - 1st lysis, 0.72ng/ul"
GbS8784609,8010,F7,33516,1,54,8010_e1_f15_14d6,8010_e1_f15_14d6,Anopheles_stephensi,0.63,"feed 15 - D14 6 - 1st lysis, 0.63ng/ul"
GbS8784610,8010,G7,33516,1,55,8010_e1_f15_14d7,8010_e1_f15_14d7,Anopheles_stephensi,0.44,"feed 15 - D14 7 - 1st lysis, 0.44ng/ul"
GbS8784611,8010,H7,33516,1,56,8010_e1_f15_14d8,8010_e1_f15_14d8,Anopheles_stephensi,0.62,"feed 15 - D14 8 - 1st lysis, 0.62ng/ul"
GbS8784612,8010,A8,33516,1,57,8010_e1_blank,8010_e1_blank,blank_sample,0,blank
GbS8784613,8010,A9,33516,1,58,8010_e1_f16_1d1,8010_e1_f16_1d1,Anopheles_stephensi,0.71,"feed 16 - 24h 1 - 1st lysis, 0.71ng/ul"
GbS8784614,8010,B9,33516,1,59,8010_e1_f16_1d2,8010_e1_f16_1d2,Anopheles_stephensi,1.32,"feed 16 - 24h 2 - 1st lysis, 1.32ng/ul"
GbS8784615,8010,C9,33516,1,60,8010_e1_f16_1d3,8010_e1_f16_1d3,Anopheles_stephensi,1.21,"feed 16 - 24h 3 - 1st lysis, 1.21ng/ul"
GbS8784616,8010,D9,33516,1,61,8010_e1_f16_1d4,8010_e1_f16_1d4,Anopheles_stephensi,1.06,"feed 16 - 24h 4 - 1st lysis, 1.06ng/ul"
GbS8784617,8010,E9,33516,1,62,8010_e1_f16_1d5,8010_e1_f16_1d5,Anopheles_stephensi,0.72,"feed 16 - 24h 5 - 1st lysis, 0.72ng/ul"
GbS8784618,8010,F9,33516,1,63,8010_e1_f16_1d6,8010_e1_f16_1d6,Anopheles_stephensi,1.29,"feed 16 - 24h 6 - 1st lysis, 1.29ng/ul"
GbS8784619,8010,G9,33516,1,64,8010_e1_f16_1d7,8010_e1_f16_1d7,Anopheles_stephensi,0.75,"feed 16 - 24h 7 - 1st lysis, 0.75ng/ul"
GbS8784620,8010,H9,33516,1,65,8010_e1_f16_1d8,8010_e1_f16_1d8,Anopheles_stephensi,0.99,"feed 16 - 24h 8 - 1st lysis, 0.99ng/ul"
GbS8784621,8010,A10,33516,1,66,8010_e1_f16_1d9,8010_e1_f16_1d9,Anopheles_stephensi,1.03,"feed 16 - 24h 9 - 1st lysis, 1.03ng/ul"
GbS8784622,8010,B10,33516,1,67,8010_e1_f16_1d10,8010_e1_f16_1d10,Anopheles_stephensi,1.4,"feed 16 - 24h 10 - 1st lysis, 1.40ng/ul"
GbS8784623,8010,C10,33516,1,68,8010_e1_f16_1d11,8010_e1_f16_1d11,Anopheles_stephensi,1.29,"feed 16 - 24h 11 - 1st lysis, 1.29ng/ul"
GbS8784624,8010,D10,33516,1,69,8010_e1_f16_1d12,8010_e1_f16_1d12,Anopheles_stephensi,1.65,"feed 16 - 24h 12 - 1st lysis, 1.65ng/ul"
GbS8784625,8010,E10,33516,1,70,8010_e1_f16_1d13,8010_e1_f16_1d13,Anopheles_stephensi,1.52,"feed 16 - 24h 13 - 1st lysis, 1.52ng/ul"
GbS8784626,8010,F10,33516,1,71,8010_e1_f16_1d14,8010_e1_f16_1d14,Anopheles_stephensi,1.51,"feed 16 - 24h 14 - 1st lysis, 1.51ng/ul"
GbS8784627,8010,G10,33516,1,72,8010_e1_f16_1d15,8010_e1_f16_1d15,Anopheles_stephensi,1.81,"feed 16 - 24h 15 - 1st lysis, 1.81ng/ul"
GbS8784628,8010,H10,33516,1,73,8010_e1_f16_1d16,8010_e1_f16_1d16,Anopheles_stephensi,1.49,"feed 16 - 24h 16 - 1st lysis, 1.49ng/ul"
GbS8784629,8010,A11,33516,1,74,8010_e1_f16_9d1,8010_e1_f16_9d1,Anopheles_stephensi,0.52,"feed 16 - D9 1 - 1st lysis, 0.52ng/ul"
GbS8784630,8010,B11,33516,1,75,8010_e1_f16_9d2,8010_e1_f16_9d2,Anopheles_stephensi,1.07,"feed 16 - D9 2 - 1st lysis, 1.07ng/ul"
GbS8784631,8010,C11,33516,1,76,8010_e1_f16_9d3,8010_e1_f16_9d3,Anopheles_stephensi,0.83,"feed 16 - D9 3 - 1st lysis, 0.83ng/ul"
GbS8784632,8010,D11,33516,1,77,8010_e1_f16_9d4,8010_e1_f16_9d4,Anopheles_stephensi,0.73,"feed 16 - D9 4 - 1st lysis, 0.73ng/ul"
GbS8784633,8010,E11,33516,1,78,8010_e1_f16_9d5,8010_e1_f16_9d5,Anopheles_stephensi,0.99,"feed 16 - D9 5 - 1st lysis, 0.99ng/ul"
GbS8784634,8010,F11,33516,1,79,8010_e1_f16_9d6,8010_e1_f16_9d6,Anopheles_stephensi,0.47,"feed 16 - D9 6 - 1st lysis, 0.47ng/ul"
GbS8784635,8010,G11,33516,1,80,8010_e1_f16_9d7,8010_e1_f16_9d7,Anopheles_stephensi,0.65,"feed 16 - D9 7 - 1st lysis, 0.65ng/ul"
GbS8784636,8010,H11,33516,1,81,8010_e1_f16_9d8,8010_e1_f16_9d8,Anopheles_stephensi,0.69,"feed 16 - D9 8 - 1st lysis, 0.69ng/ul"
GbS8784637,8010,A12,33516,1,82,8010_e1_f16_9d9,8010_e1_f16_9d9,Anopheles_stephensi,0.95,"feed 16 - D9 9 - 1st lysis, 0.95ng/ul"
GbS8784638,8010,B12,33516,1,83,8010_e1_f16_9d10,8010_e1_f16_9d10,Anopheles_stephensi,0.76,"feed 16 - D9 10 - 1st lysis, 0.76ng/ul"
GbS8784639,8010,C12,33516,1,84,8010_e1_f16_9d11,8010_e1_f16_9d11,Anopheles_stephensi,0.56,"feed 16 - D9 11 - 1st lysis, 0.56ng/ul"
GbS8784640,8010,D12,33516,1,85,8010_e1_f16_9d12,8010_e1_f16_9d12,Anopheles_stephensi,0.66,"feed 16 - D9 12 - 1st lysis, 0.66ng/ul"
GbS8784641,8010,E12,33516,1,86,8010_e1_f16_9d13,8010_e1_f16_9d13,Anopheles_stephensi,0.94,"feed 16 - D9 13 - 1st lysis, 0.94ng/ul"
GbS8784642,8010,F12,33516,1,87,8010_e1_f16_9d14,8010_e1_f16_9d14,Anopheles_stephensi,1.03,"feed 16 - D9 14 - 1st lysis, 1.03ng/ul"
GbS8784643,8010,G12,33516,1,88,8010_e1_f16_9d15,8010_e1_f16_9d15,Anopheles_stephensi,1.01,"feed 16 - D9 15 - 1st lysis, 1.01ng/ul"
GbS8784644,8010,H12,33516,1,89,8010_e1_f16_9d16,8010_e1_f16_9d16,Anopheles_stephensi,0.57,"feed 16 - D9 16 - 1st lysis, 0.57ng/ul"
GbS8784645,8010,A1,33516,1,90,8010_e2_f15_un1,8010_e2_f15_un1,Anopheles_stephensi,0.73,"stephensi (unfed 1) 2nd lysis, 0.73ng/ul"
GbS8784646,8010,B1,33516,1,91,8010_e2_f15_un2,8010_e2_f15_un2,Anopheles_stephensi,0.56,"stephensi (unfed 2) 2nd lysis, 0.56ng/ul"
GbS8784647,8010,C1,33516,1,92,8010_e2_f15_un3,8010_e2_f15_un3,Anopheles_stephensi,0.73,"stephensi (unfed 3) 2nd lysis, 0.73ng/ul"
GbS8784648,8010,D1,33516,1,93,8010_e2_f15_un4,8010_e2_f15_un4,Anopheles_stephensi,0.61,"stephensi (unfed 4) 2nd lysis, 0.61ng/ul"
GbS8784649,8010,E1,33516,1,94,8010_e2_f15_un5,8010_e2_f15_un5,Anopheles_stephensi,0.58,"stephensi (unfed 5) 2nd lysis, 0.58ng/ul"
GbS8784650,8010,F1,33516,1,95,8010_e2_f15_un6,8010_e2_f15_un6,Anopheles_stephensi,0.41,"stephensi (unfed 6) 2nd lysis, 0.41ng/ul"
GbS8784651,8010,G1,33516,1,96,8010_e2_f15_un7,8010_e2_f15_un7,Anopheles_stephensi,0.4,"stephensi (unfed 7) 2nd lysis, 0.40ng/ul"
GbS8784652,8010,H1,33516,1,97,8010_e2_f15_un8,8010_e2_f15_un8,Anopheles_stephensi,0.44,"stephensi (unfed 8) 2nd lysis, 0.44ng/ul"
GbS8784653,8010,A2,33516,1,98,8010_e2_f15_1d1,8010_e2_f15_1d1,Anopheles_stephensi,0.35,"feed 15 - 24h 1 - 2nd lysis, 0.35ng/ul"
GbS8784654,8010,B2,33516,1,99,8010_e2_f15_1d2,8010_e2_f15_1d2,Anopheles_stephensi,0.41,"feed 15 - 24h 2 - 2nd lysis, 0.41ng/ul"
GbS8784655,8010,C2,33516,1,100,8010_e2_f15_1d3,8010_e2_f15_1d3,Anopheles_stephensi,0.23,"feed 15 - 24h 3 - 2nd lysis, 0.23ng/ul"
GbS8784656,8010,D2,33516,1,101,8010_e2_f15_1d4,8010_e2_f15_1d4,Anopheles_stephensi,0.38,"feed 15 - 24h 4 - 2nd lysis, 0.38ng/ul"
GbS8784657,8010,E2,33516,1,102,8010_e2_f15_1d5,8010_e2_f15_1d5,Anopheles_stephensi,0.4,"feed 15 - 24h 5 - 2nd lysis, 0.40ng/ul"
GbS8784658,8010,F2,33516,1,103,8010_e2_f15_1d6,8010_e2_f15_1d6,Anopheles_stephensi,0.18,"feed 15 - 24h 6 - 2nd lysis, 0.18ng/ul"
GbS8784659,8010,G2,33516,1,104,8010_e2_f15_1d7,8010_e2_f15_1d7,Anopheles_stephensi,0.41,"feed 15 - 24h 7 - 2nd lysis, 0.41ng/ul"
GbS8784660,8010,H2,33516,1,105,8010_e2_f15_1d8,8010_e2_f15_1d8,Anopheles_stephensi,0.47,"feed 15 - 24h 8 - 2nd lysis, 0.47ng/ul"
GbS8784661,8010,A3,33516,1,106,8010_e2_f15_1d9,8010_e2_f15_1d9,Anopheles_stephensi,0.19,"feed 15 - 24h 9 - 2nd lysis, 0.19ng/ul"
GbS8784662,8010,B3,33516,1,107,8010_e2_f15_1d10,8010_e2_f15_1d10,Anopheles_stephensi,0.27,"feed 15 - 24h 10 - 2nd lysis, 0.27ng/ul"
GbS8784663,8010,C3,33516,1,108,8010_e2_f15_1d11,8010_e2_f15_1d11,Anopheles_stephensi,0.39,"feed 15 - 24h 11 - 2nd lysis, 0.39ng/ul"
GbS8784664,8010,D3,33516,1,109,8010_e2_f15_1d12,8010_e2_f15_1d12,Anopheles_stephensi,0.46,"feed 15 - 24h 12 - 2nd lysis, 0.46ng/ul"
GbS8784665,8010,E3,33516,1,110,8010_e2_f15_1d13,8010_e2_f15_1d13,Anopheles_stephensi,0.43,"feed 15 - 24h 13 - 2nd lysis, 0.43ng/ul"
GbS8784666,8010,F3,33516,1,111,8010_e2_f15_1d14,8010_e2_f15_1d14,Anopheles_stephensi,0.2,"feed 15 - 24h 14 - 2nd lysis, 0.20ng/ul"
GbS8784667,8010,G3,33516,1,112,8010_e2_f15_1d15,8010_e2_f15_1d15,Anopheles_stephensi,0.39,"feed 15 - 24h 15 - 2nd lysis, 0.39ng/ul"
GbS8784668,8010,H3,33516,1,113,8010_e2_f15_1d16,8010_e2_f15_1d16,Anopheles_stephensi,0.27,"feed 15 - 24h 16 - 2nd lysis, 0.27ng/ul"
GbS8784669,8010,A4,33516,1,114,8010_e2_f15_8d1,8010_e2_f15_8d1,Anopheles_stephensi,0.59,"feed 15 - D8 1 - 2nd lysis, 0.59ng/ul"
GbS8784670,8010,B4,33516,1,115,8010_e2_f15_8d2,8010_e2_f15_8d2,Anopheles_stephensi,0.33,"feed 15 - D8 2 - 2nd lysis, 0.33ng/ul"
GbS8784671,8010,C4,33516,1,116,8010_e2_f15_8d3,8010_e2_f15_8d3,Anopheles_stephensi,0.48,"feed 15 - D8 3 - 2nd lysis, 0.48ng/ul"
GbS8784672,8010,D4,33516,1,117,8010_e2_f15_8d4,8010_e2_f15_8d4,Anopheles_stephensi,0.48,"feed 15 - D8 4 - 2nd lysis, 0.48ng/ul"
GbS8784673,8010,E4,33516,1,118,8010_e2_f15_8d5,8010_e2_f15_8d5,Anopheles_stephensi,0.29,"feed 15 - D8 5 - 2nd lysis, 0.29ng/ul"
GbS8784674,8010,F4,33516,1,119,8010_e2_f15_8d6,8010_e2_f15_8d6,Anopheles_stephensi,0.51,"feed 15 - D8 6 - 2nd lysis, 0.51ng/ul"
GbS8784675,8010,G4,33516,1,120,8010_e2_f15_8d7,8010_e2_f15_8d7,Anopheles_stephensi,0.52,"feed 15 - D8 7 - 2nd lysis, 0.52ng/ul"
GbS8784676,8010,H4,33516,1,121,8010_e2_f15_8d8,8010_e2_f15_8d8,Anopheles_stephensi,0.27,"feed 15 - D8 8 - 2nd lysis, 0.27ng/ul"
GbS8784677,8010,A5,33516,1,122,8010_e2_f15_8d9,8010_e2_f15_8d9,Anopheles_stephensi,0.42,"feed 15 - D8 9 - 2nd lysis, 0.42ng/ul"
GbS8784678,8010,B5,33516,1,123,8010_e2_f15_8d10,8010_e2_f15_8d10,Anopheles_stephensi,0.39,"feed 15 - D8 10 - 2nd lysis, 0.39ng/ul"
GbS8784679,8010,C5,33516,1,124,8010_e2_f15_8d11,8010_e2_f15_8d11,Anopheles_stephensi,0.57,"feed 15 - D8 11 - 2nd lysis, 0.57ng/ul"
GbS8784680,8010,D5,33516,1,125,8010_e2_f15_8d12,8010_e2_f15_8d12,Anopheles_stephensi,0.64,"feed 15 - D8 12 - 2nd lysis, 0.64ng/ul"
GbS8784681,8010,E5,33516,1,126,8010_e2_f15_8d13,8010_e2_f15_8d13,Anopheles_stephensi,0.39,"feed 15 - D8 13 - 2nd lysis, 0.39ng/ul"
GbS8784682,8010,F5,33516,1,127,8010_e2_f15_8d14,8010_e2_f15_8d14,Anopheles_stephensi,0.33,"feed 15 - D8 14 - 2nd lysis, 0.33ng/ul"
GbS8784683,8010,G5,33516,1,128,8010_e2_f15_8d15,8010_e2_f15_8d15,Anopheles_stephensi,0.37,"feed 15 - D8 15 - 2nd lysis, 0.37ng/ul"
GbS8784684,8010,H5,33516,1,129,8010_e2_f15_8d16,8010_e2_f15_8d16,Anopheles_stephensi,0.72,"feed 15 - D8 16 - 2nd lysis, 0.72ng/ul"
GbS8784685,8010,A6,33516,1,130,8010_e2_f15_13d1,8010_e2_f15_13d1,Anopheles_stephensi,0.43,"feed 15 - D13 1 - 2nd lysis, 0.43ng/ul"
GbS8784686,8010,B6,33516,1,131,8010_e2_f15_13d2,8010_e2_f15_13d2,Anopheles_stephensi,0.22,"feed 15 - D13 2 - 2nd lysis, 0.22ng/ul"
GbS8784687,8010,C6,33516,1,132,8010_e2_f15_13d3,8010_e2_f15_13d3,Anopheles_stephensi,0.23,"feed 15 - D13 3 - 2nd lysis, 0.23ng/ul"
GbS8784688,8010,D6,33516,1,133,8010_e2_f15_13d4,8010_e2_f15_13d4,Anopheles_stephensi,0.58,"feed 15 - D13 4 - 2nd lysis, 0.58ng/ul"
GbS8784689,8010,E6,33516,1,134,8010_e2_f15_13d5,8010_e2_f15_13d5,Anopheles_stephensi,0.27,"feed 15 - D13 5 - 2nd lysis, 0.27ng/ul"
GbS8784690,8010,F6,33516,1,135,8010_e2_f15_13d6,8010_e2_f15_13d6,Anopheles_stephensi,0.14,"feed 15 - D13 6 - 2nd lysis, 0.14ng/ul"
GbS8784691,8010,G6,33516,1,136,8010_e2_f15_13d7,8010_e2_f15_13d7,Anopheles_stephensi,0.18,"feed 15 - D13 7 - 2nd lysis, 0.18ng/ul"
GbS8784692,8010,H6,33516,1,137,8010_e2_f15_13d8,8010_e2_f15_13d8,Anopheles_stephensi,0.22,"feed 15 - D13 8 - 2nd lysis, 0.22ng/ul"
GbS8784693,8010,A7,33516,1,138,8010_e2_f15_14d1,8010_e2_f15_14d1,Anopheles_stephensi,0.55,"feed 15 - D14 1 - 2nd lysis, 0.55ng/ul"
GbS8784694,8010,B7,33516,1,139,8010_e2_f15_14d2,8010_e2_f15_14d2,Anopheles_stephensi,0.42,"feed 15 - D14 2 - 2nd lysis, 0.42ng/ul"
GbS8784695,8010,C7,33516,1,140,8010_e2_f15_14d3,8010_e2_f15_14d3,Anopheles_stephensi,0.41,"feed 15 - D14 3 - 2nd lysis, 0.41ng/ul"
GbS8784696,8010,D7,33516,1,141,8010_e2_f15_14d4,8010_e2_f15_14d4,Anopheles_stephensi,0.57,"feed 15 - D14 4 - 2nd lysis, 0.57ng/ul"
GbS8784697,8010,E7,33516,1,142,8010_e2_f15_14d5,8010_e2_f15_14d5,Anopheles_stephensi,0.37,"feed 15 - D14 5 - 2nd lysis, 0.37ng/ul"
GbS8784698,8010,F7,33516,1,143,8010_e2_f15_14d6,8010_e2_f15_14d6,Anopheles_stephensi,0.46,"feed 15 - D14 6 - 2nd lysis, 0.46ng/ul"
GbS8784699,8010,G7,33516,1,144,8010_e2_f15_14d7,8010_e2_f15_14d7,Anopheles_stephensi,0.81,"feed 15 - D14 7 - 2nd lysis, 0.81ng/ul"
GbS8784700,8010,H7,33516,1,145,8010_e2_f15_14d8,8010_e2_f15_14d8,Anopheles_stephensi,0.61,"feed 15 - D14 8 - 2nd lysis, 0.61ng/ul"
GbS8784701,8010,A8,33516,1,146,8010_e2_blank,8010_e2_blank,blank_sample,0,blank
GbS8784702,8010,A9,33516,1,147,8010_e2_f16_1d1,8010_e2_f16_1d1,Anopheles_stephensi,0.76,"feed 16 - 24h 1 - 2nd lysis, 0.76ng/ul"
GbS8784703,8010,B9,33516,1,148,8010_e2_f16_1d2,8010_e2_f16_1d2,Anopheles_stephensi,0.61,"feed 16 - 24h 2 - 2nd lysis, 0.61ng/ul"
GbS8784704,8010,C9,33516,1,149,8010_e2_f16_1d3,8010_e2_f16_1d3,Anopheles_stephensi,0.73,"feed 16 - 24h 3 - 2nd lysis, 0.73ng/ul"
GbS8784705,8010,D9,33516,1,150,8010_e2_f16_1d4,8010_e2_f16_1d4,Anopheles_stephensi,0.56,"feed 16 - 24h 4 - 2nd lysis, 0.56ng/ul"
GbS8784706,8010,E9,33516,1,151,8010_e2_f16_1d5,8010_e2_f16_1d5,Anopheles_stephensi,0.61,"feed 16 - 24h 5 - 2nd lysis, 0.61ng/ul"
